rcdc_cso,rcdc,cso,pubs,agency
HYPERTENSION * 3. Prevention,HYPERTENSION,3,1.0333333333333332,Cancer Research UK
DEPRESSION * 3. Prevention,DEPRESSION,3,2.7011904761904755,Cancer Research UK
"SUBSTANCE ABUSE * 4. Early Detection, Diagnosis",SUBSTANCE ABUSE,4,0.3333333333333333,Cancer Research UK
TUBERCULOSIS * 5. Treatment,TUBERCULOSIS,5,1.3706349206349209,Cancer Research UK
HEPATITIS * 3. Prevention,HEPATITIS,3,0.5178571428571428,Cancer Research UK
"ALCOHOLISM, ALCOHOL USE AND HEALTH * 6. Cancer Control, Survivorship",ALCOHOLISM ALCOHOL USE AND HEALTH,6,1.8886904761904764,Cancer Research UK
LUPUS * 5. Treatment,LUPUS,5,0.3333333333333333,Cancer Research UK
STEM CELL RESEARCH - INDUCED PLURIPOTENT STEM CELL * 1. Biology,STEM CELL RESEARCH - INDUCED PLURIPOTENT STEM CELL,1,1.275793650793651,Cancer Research UK
"HEART DISEASE - CORONARY HEART DISEASE * 4. Early Detection, Diagnosis",HEART DISEASE - CORONARY HEART DISEASE,4,2.3666666666666663,Cancer Research UK
AUTOIMMUNE DISEASE * 3. Prevention,AUTOIMMUNE DISEASE,3,1.1749999999999998,Cancer Research UK
OSTEOPOROSIS * 2. Etiology,OSTEOPOROSIS,2,1.5333333333333334,Cancer Research UK
"ATHEROSCLEROSIS * 6. Cancer Control, Survivorship",ATHEROSCLEROSIS,6,2.3666666666666663,Cancer Research UK
"CROHN'S DISEASE * 6. Cancer Control, Survivorship",CROHN'S DISEASE,6,0.4444444444444444,Cancer Research UK
"ANXIETY DISORDERS * 6. Cancer Control, Survivorship",ANXIETY DISORDERS,6,0.5833333333333333,Cancer Research UK
PARKINSON'S DISEASE * 2. Etiology,PARKINSON'S DISEASE,2,0.6428571428571428,Cancer Research UK
HEART DISEASE - CORONARY HEART DISEASE * 5. Treatment,HEART DISEASE - CORONARY HEART DISEASE,5,0.9761904761904759,Cancer Research UK
"MULTIPLE SCLEROSIS * 4. Early Detection, Diagnosis",MULTIPLE SCLEROSIS,4,0.4916666666666667,Cancer Research UK
DRUG ABUSE (NIDA ONLY) * 2. Etiology,DRUG ABUSE (NIDA ONLY),2,2.017857142857143,Cancer Research UK
"CHRONIC OBSTRUCTIVE PULMONARY DISEASE * 6. Cancer Control, Survivorship",CHRONIC OBSTRUCTIVE PULMONARY DISEASE,6,1.1444444444444444,Cancer Research UK
"PHYSICAL REHABILITATION * 6. Cancer Control, Survivorship",PHYSICAL REHABILITATION,6,1.5333333333333332,Cancer Research UK
"INFERTILITY * 4. Early Detection, Diagnosis",INFERTILITY,4,,Cancer Research UK
"OSTEOPOROSIS * 4. Early Detection, Diagnosis",OSTEOPOROSIS,4,3.6666666666666665,Cancer Research UK
"PSORIASIS * 6. Cancer Control, Survivorship",PSORIASIS,6,0.25,Cancer Research UK
NANOTECHNOLOGY * 2. Etiology,NANOTECHNOLOGY,2,,Cancer Research UK
CONDITIONS AFFECTING THE EMBRYONIC AND FETAL PERIODS * 2. Etiology,CONDITIONS AFFECTING THE EMBRYONIC AND FETAL PERIODS,2,2.4198412698412706,Cancer Research UK
STEM CELL RESEARCH - EMBRYONIC - NON-HUMAN * 5. Treatment,STEM CELL RESEARCH - EMBRYONIC - NON-HUMAN,5,0.225,Cancer Research UK
"BIODEFENSE * 6. Cancer Control, Survivorship",BIODEFENSE,6,0.5357142857142857,Cancer Research UK
INFERTILITY * 2. Etiology,INFERTILITY,2,0.5138888888888888,Cancer Research UK
"STEM CELL RESEARCH - NONEMBRYONIC - NON-HUMAN * 4. Early Detection, Diagnosis",STEM CELL RESEARCH - NONEMBRYONIC - NON-HUMAN,4,0.225,Cancer Research UK
HUNTINGTON'S DISEASE * 1. Biology,HUNTINGTON'S DISEASE,1,,Cancer Research UK
"ACQUIRED COGNITIVE IMPAIRMENT * 4. Early Detection, Diagnosis",ACQUIRED COGNITIVE IMPAIRMENT,4,1.0429292929292928,Cancer Research UK
"ALZHEIMER'S DISEASE INCLUDING ALZHEIMER'S DISEASE RELATED DEMENTIAS (AD/ADRD) * 4. Early Detection, Diagnosis",ALZHEIMER'S DISEASE INCLUDING ALZHEIMER'S DISEASE RELATED DEMENTIAS (AD/ADRD),4,0.7929292929292929,Cancer Research UK
FOODBORNE ILLNESS * 1. Biology,FOODBORNE ILLNESS,1,2.3242063492063494,Cancer Research UK
HEART DISEASE - CORONARY HEART DISEASE * 1. Biology,HEART DISEASE - CORONARY HEART DISEASE,1,1.2595238095238095,Cancer Research UK
TUBERCULOSIS * 1. Biology,TUBERCULOSIS,1,0.7,Cancer Research UK
"PEDIATRIC AIDS * 6. Cancer Control, Survivorship",PEDIATRIC AIDS,6,1.039285714285714,Cancer Research UK
PERINATAL PERIOD - CONDITIONS ORIGINATING IN PERINATAL PERIOD * 1. Biology,PERINATAL PERIOD - CONDITIONS ORIGINATING IN PERINATAL PERIOD,1,1.6964285714285712,Cancer Research UK
DRUG ABUSE (NIDA ONLY) * 5. Treatment,DRUG ABUSE (NIDA ONLY),5,0.375,Cancer Research UK
"DRUG ABUSE (NIDA ONLY) * 6. Cancer Control, Survivorship",DRUG ABUSE (NIDA ONLY),6,1.3916666666666666,Cancer Research UK
TUBEROUS SCLEROSIS * 1. Biology,TUBEROUS SCLEROSIS,1,0.5,Cancer Research UK
ORGAN TRANSPLANTATION * 2. Etiology,ORGAN TRANSPLANTATION,2,0.3666666666666667,Cancer Research UK
PANCREATIC CANCER * 3. Prevention,PANCREATIC CANCER,3,1.275,Cancer Research UK
ASTHMA * 5. Treatment,ASTHMA,5,1.0,Cancer Research UK
BIODEFENSE * 3. Prevention,BIODEFENSE,3,0.7761904761904762,Cancer Research UK
"MENTAL HEALTH * 4. Early Detection, Diagnosis",MENTAL HEALTH,4,3.4250000000000003,Cancer Research UK
HYPERTENSION * 2. Etiology,HYPERTENSION,2,4.658333333333333,Cancer Research UK
"HOMELESSNESS * 6. Cancer Control, Survivorship",HOMELESSNESS,6,,Cancer Research UK
"STROKE * 4. Early Detection, Diagnosis",STROKE,4,0.825,Cancer Research UK
FOODBORNE ILLNESS * 5. Treatment,FOODBORNE ILLNESS,5,0.3809523809523809,Cancer Research UK
"INJURY - TRAUMA - (HEAD AND SPINE) * 6. Cancer Control, Survivorship",INJURY - TRAUMA - (HEAD AND SPINE),6,0.5833333333333333,Cancer Research UK
"MALARIA * 6. Cancer Control, Survivorship",MALARIA,6,,Cancer Research UK
"GENE THERAPY * 4. Early Detection, Diagnosis",GENE THERAPY,4,,Cancer Research UK
FOODBORNE ILLNESS * 3. Prevention,FOODBORNE ILLNESS,3,0.3333333333333333,Cancer Research UK
ENDOMETRIOSIS * 2. Etiology,ENDOMETRIOSIS,2,0.2,Cancer Research UK
"DRUG ABUSE (NIDA ONLY) * 4. Early Detection, Diagnosis",DRUG ABUSE (NIDA ONLY),4,0.3333333333333333,Cancer Research UK
HEART DISEASE - CORONARY HEART DISEASE * 2. Etiology,HEART DISEASE - CORONARY HEART DISEASE,2,3.725000000000001,Cancer Research UK
KIDNEY DISEASE * 3. Prevention,KIDNEY DISEASE,3,0.48809523809523797,Cancer Research UK
"HEPATITIS - C * 6. Cancer Control, Survivorship",HEPATITIS - C,6,0.05,Cancer Research UK
GENE THERAPY * 1. Biology,GENE THERAPY,1,1.7130952380952382,Cancer Research UK
"SMOKING AND HEALTH * 4. Early Detection, Diagnosis",SMOKING AND HEALTH,4,2.2666666666666666,Cancer Research UK
"TOBACCO * 4. Early Detection, Diagnosis",TOBACCO,4,2.2666666666666666,Cancer Research UK
"ALZHEIMER'S DISEASE INCLUDING ALZHEIMER'S DISEASE RELATED DEMENTIAS (AD/ADRD) * 6. Cancer Control, Survivorship",ALZHEIMER'S DISEASE INCLUDING ALZHEIMER'S DISEASE RELATED DEMENTIAS (AD/ADRD),6,0.3055555555555556,Cancer Research UK
HEPATITIS - B * 5. Treatment,HEPATITIS - B,5,0.14285714285714285,Cancer Research UK
PSORIASIS * 1. Biology,PSORIASIS,1,2.1666666666666665,Cancer Research UK
"POST-TRAUMATIC STRESS DISORDER (PTSD) * 6. Cancer Control, Survivorship",POST-TRAUMATIC STRESS DISORDER (PTSD),6,0.7833333333333333,Cancer Research UK
"DEMENTIA * 4. Early Detection, Diagnosis",DEMENTIA,4,1.0429292929292928,Cancer Research UK
"ALZHEIMER'S DISEASE * 4. Early Detection, Diagnosis",ALZHEIMER'S DISEASE,4,0.7929292929292929,Cancer Research UK
MALARIA * 1. Biology,MALARIA,1,0.5277777777777777,Cancer Research UK
"PARKINSON'S DISEASE * 6. Cancer Control, Survivorship",PARKINSON'S DISEASE,6,1.15,Cancer Research UK
SEPTICEMIA * 5. Treatment,SEPTICEMIA,5,,Cancer Research UK
"PARKINSON'S DISEASE * 4. Early Detection, Diagnosis",PARKINSON'S DISEASE,4,0.3333333333333333,Cancer Research UK
NEUROFIBROMATOSIS * 2. Etiology,NEUROFIBROMATOSIS,2,0.15476190476190474,Cancer Research UK
"ANTIMICROBIAL RESISTANCE * 6. Cancer Control, Survivorship",ANTIMICROBIAL RESISTANCE,6,1.6428571428571428,Cancer Research UK
STEM CELL RESEARCH - INDUCED PLURIPOTENT STEM CELL - HUMAN * 1. Biology,STEM CELL RESEARCH - INDUCED PLURIPOTENT STEM CELL - HUMAN,1,0.6011904761904762,Cancer Research UK
MALARIA * 2. Etiology,MALARIA,2,0.475,Cancer Research UK
POLYCYSTIC KIDNEY DISEASE * 1. Biology,POLYCYSTIC KIDNEY DISEASE,1,1.8583333333333327,Cancer Research UK
CYSTIC FIBROSIS * 2. Etiology,CYSTIC FIBROSIS,2,,Cancer Research UK
ADOLESCENT SEXUAL ACTIVITY * 3. Prevention,ADOLESCENT SEXUAL ACTIVITY,3,1.8125,Cancer Research UK
HEPATITIS - B * 1. Biology,HEPATITIS - B,1,,Cancer Research UK
"HEPATITIS - C * 4. Early Detection, Diagnosis",HEPATITIS - C,4,0.038461538461538464,Cancer Research UK
SEPTICEMIA * 1. Biology,SEPTICEMIA,1,,Cancer Research UK
PEDIATRIC RESEARCH INITIATIVE * 3. Prevention,PEDIATRIC RESEARCH INITIATIVE,3,4.116666666666668,Cancer Research UK
REHABILITATION * 3. Prevention,REHABILITATION,3,0.9583333333333331,Cancer Research UK
ALZHEIMER'S DISEASE INCLUDING ALZHEIMER'S DISEASE RELATED DEMENTIAS (AD/ADRD) * 2. Etiology,ALZHEIMER'S DISEASE INCLUDING ALZHEIMER'S DISEASE RELATED DEMENTIAS (AD/ADRD),2,0.31313131313131315,Cancer Research UK
CHRONIC OBSTRUCTIVE PULMONARY DISEASE * 1. Biology,CHRONIC OBSTRUCTIVE PULMONARY DISEASE,1,0.0625,Cancer Research UK
OSTEOPOROSIS * 5. Treatment,OSTEOPOROSIS,5,2.0166666666666666,Cancer Research UK
"SCLERODERMA * 6. Cancer Control, Survivorship",SCLERODERMA,6,,Cancer Research UK
"DIGESTIVE DISEASES - (GALLBLADDER) * 6. Cancer Control, Survivorship",DIGESTIVE DISEASES - (GALLBLADDER),6,,Cancer Research UK
INJURY (TOTAL) ACCIDENTS/ADVERSE EFFECTS * 2. Etiology,INJURY (TOTAL) ACCIDENTS/ADVERSE EFFECTS,2,1.35,Cancer Research UK
"NEUROFIBROMATOSIS * 4. Early Detection, Diagnosis",NEUROFIBROMATOSIS,4,0.5,Cancer Research UK
HEART DISEASE - CORONARY HEART DISEASE * 3. Prevention,HEART DISEASE - CORONARY HEART DISEASE,3,0.8250000000000001,Cancer Research UK
"REGENERATIVE MEDICINE * 4. Early Detection, Diagnosis",REGENERATIVE MEDICINE,4,1.6,Cancer Research UK
ALZHEIMER'S DISEASE * 2. Etiology,ALZHEIMER'S DISEASE,2,0.31313131313131315,Cancer Research UK
"HYPERTENSION * 6. Cancer Control, Survivorship",HYPERTENSION,6,1.1,Cancer Research UK
DOWN SYNDROME * 1. Biology,DOWN SYNDROME,1,0.8680555555555556,Cancer Research UK
PNEUMONIA * 2. Etiology,PNEUMONIA,2,0.6373015873015873,Cancer Research UK
MULTIPLE SCLEROSIS * 5. Treatment,MULTIPLE SCLEROSIS,5,0.55,Cancer Research UK
"CYSTIC FIBROSIS * 6. Cancer Control, Survivorship",CYSTIC FIBROSIS,6,0.25,Cancer Research UK
"ATHEROSCLEROSIS * 4. Early Detection, Diagnosis",ATHEROSCLEROSIS,4,1.3666666666666665,Cancer Research UK
ASSISTIVE TECHNOLOGY * 5. Treatment,ASSISTIVE TECHNOLOGY,5,,Cancer Research UK
GENE THERAPY * 2. Etiology,GENE THERAPY,2,,Cancer Research UK
"TUBERCULOSIS * 6. Cancer Control, Survivorship",TUBERCULOSIS,6,0.25,Cancer Research UK
"HPV AND/OR CERVICAL CANCER VACCINES * 4. Early Detection, Diagnosis",HPV AND/OR CERVICAL CANCER VACCINES,4,1.3761904761904762,Cancer Research UK
"DOWN SYNDROME * 6. Cancer Control, Survivorship",DOWN SYNDROME,6,,Cancer Research UK
HEPATITIS - C * 3. Prevention,HEPATITIS - C,3,,Cancer Research UK
PARKINSON'S DISEASE * 5. Treatment,PARKINSON'S DISEASE,5,0.14285714285714285,Cancer Research UK
MALARIA * 5. Treatment,MALARIA,5,2.142857142857143,Cancer Research UK
ALS * 1. Biology,ALS,1,0.7787878787878788,Cancer Research UK
SICKLE CELL DISEASE * 5. Treatment,SICKLE CELL DISEASE,5,,Cancer Research UK
PNEUMONIA & INFLUENZA * 1. Biology,PNEUMONIA & INFLUENZA,1,1.5833333333333333,Cancer Research UK
INFLUENZA * 1. Biology,INFLUENZA,1,0.5416666666666666,Cancer Research UK
"ALZHEIMER'S DISEASE * 6. Cancer Control, Survivorship",ALZHEIMER'S DISEASE,6,0.3055555555555556,Cancer Research UK
"INTELLECTUAL AND DEVELOPMENTAL DISABILITIES (IDD) * 4. Early Detection, Diagnosis",INTELLECTUAL AND DEVELOPMENTAL DISABILITIES (IDD),4,,Cancer Research UK
STEM CELL RESEARCH * 3. Prevention,STEM CELL RESEARCH,3,0.16666666666666666,Cancer Research UK
"HEPATITIS - B * 6. Cancer Control, Survivorship",HEPATITIS - B,6,0.18392857142857144,Cancer Research UK
DRUG ABUSE (NIDA ONLY) * 1. Biology,DRUG ABUSE (NIDA ONLY),1,0.625,Cancer Research UK
INFANT MORTALITY/ (LBW) * 1. Biology,INFANT MORTALITY/ (LBW),1,0.6166666666666667,Cancer Research UK
"SEPTICEMIA * 4. Early Detection, Diagnosis",SEPTICEMIA,4,,Cancer Research UK
"SICKLE CELL DISEASE * 6. Cancer Control, Survivorship",SICKLE CELL DISEASE,6,0.16666666666666666,Cancer Research UK
"SPINAL CORD INJURY * 6. Cancer Control, Survivorship",SPINAL CORD INJURY,6,0.25,Cancer Research UK
INTELLECTUAL AND DEVELOPMENTAL DISABILITIES (IDD) * 5. Treatment,INTELLECTUAL AND DEVELOPMENTAL DISABILITIES (IDD),5,,Cancer Research UK
"EMPHYSEMA * 6. Cancer Control, Survivorship",EMPHYSEMA,6,0.05555555555555555,Cancer Research UK
CHRONIC OBSTRUCTIVE PULMONARY DISEASE * 2. Etiology,CHRONIC OBSTRUCTIVE PULMONARY DISEASE,2,1.6259920634920637,Cancer Research UK
INFERTILITY * 5. Treatment,INFERTILITY,5,0.08333333333333333,Cancer Research UK
"CHRONIC OBSTRUCTIVE PULMONARY DISEASE * 4. Early Detection, Diagnosis",CHRONIC OBSTRUCTIVE PULMONARY DISEASE,4,0.3333333333333333,Cancer Research UK
"PNEUMONIA * 4. Early Detection, Diagnosis",PNEUMONIA,4,,Cancer Research UK
ALLERGIC RHINITIS (HAY FEVER) * 5. Treatment,ALLERGIC RHINITIS (HAY FEVER),5,,Cancer Research UK
"AGENT ORANGE & DIOXIN * 6. Cancer Control, Survivorship",AGENT ORANGE & DIOXIN,6,,Cancer Research UK
"INJURY - TRAUMA - (HEAD AND SPINE) * 4. Early Detection, Diagnosis",INJURY - TRAUMA - (HEAD AND SPINE),4,,Cancer Research UK
"PNEUMONIA & INFLUENZA * 4. Early Detection, Diagnosis",PNEUMONIA & INFLUENZA,4,,Cancer Research UK
"ARTHRITIS * 4. Early Detection, Diagnosis",ARTHRITIS,4,2.6666666666666665,Cancer Research UK
CLIMATE-RELATED EXPOSURES AND CONDITIONS * 5. Treatment,CLIMATE-RELATED EXPOSURES AND CONDITIONS,5,3.0,Cancer Research UK
HUMAN FETAL TISSUE * 1. Biology,HUMAN FETAL TISSUE,1,,Cancer Research UK
PSORIASIS * 2. Etiology,PSORIASIS,2,0.75,Cancer Research UK
GENETIC TESTING * 3. Prevention,GENETIC TESTING,3,1.2297619047619048,Cancer Research UK
CHRONIC FATIGUE SYNDROME (ME/CFS) * 1. Biology,CHRONIC FATIGUE SYNDROME (ME/CFS),1,0.3333333333333333,Cancer Research UK
FOOD ALLERGIES * 2. Etiology,FOOD ALLERGIES,2,0.5833333333333333,Cancer Research UK
"DIABETES * 4. Early Detection, Diagnosis",DIABETES,4,3.083333333333333,Cancer Research UK
"HEADACHES * 6. Cancer Control, Survivorship",HEADACHES,6,,Cancer Research UK
INFLAMMATORY BOWEL DISEASE * 3. Prevention,INFLAMMATORY BOWEL DISEASE,3,0.725,Cancer Research UK
STEM CELL RESEARCH - INDUCED PLURIPOTENT STEM CELL - HUMAN * 5. Treatment,STEM CELL RESEARCH - INDUCED PLURIPOTENT STEM CELL - HUMAN,5,0.14285714285714285,Cancer Research UK
STEM CELL RESEARCH - INDUCED PLURIPOTENT STEM CELL * 5. Treatment,STEM CELL RESEARCH - INDUCED PLURIPOTENT STEM CELL,5,0.26785714285714285,Cancer Research UK
STROKE * 5. Treatment,STROKE,5,1.3333333333333333,Cancer Research UK
"VECTOR-BORNE DISEASES * 4. Early Detection, Diagnosis",VECTOR-BORNE DISEASES,4,,Cancer Research UK
DEPRESSION * 5. Treatment,DEPRESSION,5,,Cancer Research UK
LIVER CANCER * 3. Prevention,LIVER CANCER,3,0.33095238095238105,Cancer Research UK
ASTHMA * 3. Prevention,ASTHMA,3,0.8611111111111109,Cancer Research UK
POST-TRAUMATIC STRESS DISORDER (PTSD) * 2. Etiology,POST-TRAUMATIC STRESS DISORDER (PTSD),2,,Cancer Research UK
SCHIZOPHRENIA * 1. Biology,SCHIZOPHRENIA,1,,Cancer Research UK
EMPHYSEMA * 1. Biology,EMPHYSEMA,1,,Cancer Research UK
ATAXIA TELANGIECTASIA * 2. Etiology,ATAXIA TELANGIECTASIA,2,1.752579365079365,Cancer Research UK
"HEPATITIS - B * 4. Early Detection, Diagnosis",HEPATITIS - B,4,0.09401709401709403,Cancer Research UK
"PERIPHERAL NEUROPATHY * 4. Early Detection, Diagnosis",PERIPHERAL NEUROPATHY,4,0.26666666666666666,Cancer Research UK
DOWN SYNDROME * 2. Etiology,DOWN SYNDROME,2,0.11805555555555555,Cancer Research UK
INJURY - TRAUMATIC BRAIN INJURY * 5. Treatment,INJURY - TRAUMATIC BRAIN INJURY,5,,Cancer Research UK
"TUBERCULOSIS * 4. Early Detection, Diagnosis",TUBERCULOSIS,4,,Cancer Research UK
"RURAL HEALTH * 6. Cancer Control, Survivorship",RURAL HEALTH,6,3.0166666666666666,Cancer Research UK
POLYCYSTIC KIDNEY DISEASE * 5. Treatment,POLYCYSTIC KIDNEY DISEASE,5,,Cancer Research UK
MUSCULAR DYSTROPHY * 5. Treatment,MUSCULAR DYSTROPHY,5,,Cancer Research UK
HODGKIN'S DISEASE * 2. Etiology,HODGKIN'S DISEASE,2,4.071428571428572,Cancer Research UK
"BIODEFENSE * 4. Early Detection, Diagnosis",BIODEFENSE,4,,Cancer Research UK
"NEUROFIBROMATOSIS * 6. Cancer Control, Survivorship",NEUROFIBROMATOSIS,6,,Cancer Research UK
MYOTONIC DYSTROPHY * 1. Biology,MYOTONIC DYSTROPHY,1,,Cancer Research UK
ANTIMICROBIAL RESISTANCE * 2. Etiology,ANTIMICROBIAL RESISTANCE,2,,Cancer Research UK
DIGESTIVE DISEASES - (GALLBLADDER) * 2. Etiology,DIGESTIVE DISEASES - (GALLBLADDER),2,0.2,Cancer Research UK
ORPHAN DRUG * 3. Prevention,ORPHAN DRUG,3,0.5027777777777778,Cancer Research UK
"NEUROBLASTOMA * 6. Cancer Control, Survivorship",NEUROBLASTOMA,6,0.08333333333333333,Cancer Research UK
TUBERCULOSIS VACCINE * 5. Treatment,TUBERCULOSIS VACCINE,5,0.1111111111111111,Cancer Research UK
HEALTH EFFECTS OF INDOOR AIR POLLUTION * 1. Biology,HEALTH EFFECTS OF INDOOR AIR POLLUTION,1,,Cancer Research UK
"RHEUMATOID ARTHRITIS * 6. Cancer Control, Survivorship",RHEUMATOID ARTHRITIS,6,0.5333333333333333,Cancer Research UK
SCLERODERMA * 5. Treatment,SCLERODERMA,5,,Cancer Research UK
"LUPUS * 6. Cancer Control, Survivorship",LUPUS,6,1.35,Cancer Research UK
OSTEOPOROSIS * 3. Prevention,OSTEOPOROSIS,3,1.6833333333333331,Cancer Research UK
TUBEROUS SCLEROSIS * 5. Treatment,TUBEROUS SCLEROSIS,5,,Cancer Research UK
"SPINAL CORD INJURY * 4. Early Detection, Diagnosis",SPINAL CORD INJURY,4,,Cancer Research UK
PNEUMONIA * 1. Biology,PNEUMONIA,1,1.0416666666666663,Cancer Research UK
LUPUS * 3. Prevention,LUPUS,3,,Cancer Research UK
ANXIETY DISORDERS * 2. Etiology,ANXIETY DISORDERS,2,,Cancer Research UK
"HYPERTENSION * 4. Early Detection, Diagnosis",HYPERTENSION,4,,Cancer Research UK
ARTHRITIS * 3. Prevention,ARTHRITIS,3,0.5333333333333333,Cancer Research UK
"ASTHMA * 4. Early Detection, Diagnosis",ASTHMA,4,,Cancer Research UK
HYDROCEPHALUS * 1. Biology,HYDROCEPHALUS,1,,Cancer Research UK
"FIBROMYALGIA * 6. Cancer Control, Survivorship",FIBROMYALGIA,6,,Cancer Research UK
STEM CELL RESEARCH - NONEMBRYONIC - NON-HUMAN * 3. Prevention,STEM CELL RESEARCH - NONEMBRYONIC - NON-HUMAN,3,,Cancer Research UK
CONGENITAL STRUCTURAL ANOMALIES * 5. Treatment,CONGENITAL STRUCTURAL ANOMALIES,5,,Cancer Research UK
"PRESCRIPTION DRUG ABUSE * 6. Cancer Control, Survivorship",PRESCRIPTION DRUG ABUSE,6,0.16666666666666666,Cancer Research UK
ALS * 5. Treatment,ALS,5,,Cancer Research UK
FACIOSCAPULOHUMERAL MUSCULAR DYSTROPHY * 1. Biology,FACIOSCAPULOHUMERAL MUSCULAR DYSTROPHY,1,,Cancer Research UK
STEM CELL RESEARCH - UMBILICAL CORD BLOOD/ PLACENTA * 1. Biology,STEM CELL RESEARCH - UMBILICAL CORD BLOOD/ PLACENTA,1,0.2575757575757576,Cancer Research UK
NEUROFIBROMATOSIS * 5. Treatment,NEUROFIBROMATOSIS,5,0.08333333333333333,Cancer Research UK
SPINAL CORD INJURY * 1. Biology,SPINAL CORD INJURY,1,0.2,Cancer Research UK
INJURY - TRAUMA - (HEAD AND SPINE) * 1. Biology,INJURY - TRAUMA - (HEAD AND SPINE),1,0.5428571428571429,Cancer Research UK
EMPHYSEMA * 2. Etiology,EMPHYSEMA,2,0.05555555555555555,Cancer Research UK
"MAJOR DEPRESSIVE DISORDER * 6. Cancer Control, Survivorship",MAJOR DEPRESSIVE DISORDER,6,,Cancer Research UK
HUNTINGTON'S DISEASE * 2. Etiology,HUNTINGTON'S DISEASE,2,,Cancer Research UK
"ALS * 6. Cancer Control, Survivorship",ALS,6,0.2,Cancer Research UK
"ALCOHOLISM, ALCOHOL USE AND HEALTH * 4. Early Detection, Diagnosis",ALCOHOLISM ALCOHOL USE AND HEALTH,4,,Cancer Research UK
PEDIATRIC CANCER * 3. Prevention,PEDIATRIC CANCER,3,,Cancer Research UK
INFANT MORTALITY/ (LBW) * 2. Etiology,INFANT MORTALITY/ (LBW),2,1.940476190476191,Cancer Research UK
ATTENTION DEFICIT DISORDER (ADD) * 2. Etiology,ATTENTION DEFICIT DISORDER (ADD),2,0.16666666666666666,Cancer Research UK
UNDERAGE DRINKING * 3. Prevention,UNDERAGE DRINKING,3,1.625,Cancer Research UK
"EMERGENCY CARE * 6. Cancer Control, Survivorship",EMERGENCY CARE,6,3.333333333333333,Cancer Research UK
TUBERCULOSIS * 2. Etiology,TUBERCULOSIS,2,0.05,Cancer Research UK
"MALARIA * 4. Early Detection, Diagnosis",MALARIA,4,,Cancer Research UK
MIND AND BODY * 2. Etiology,MIND AND BODY,2,0.125,Cancer Research UK
"INFLUENZA * 6. Cancer Control, Survivorship",INFLUENZA,6,0.22619047619047614,Cancer Research UK
ENDOMETRIOSIS * 1. Biology,ENDOMETRIOSIS,1,1.4,Cancer Research UK
SLEEP RESEARCH * 3. Prevention,SLEEP RESEARCH,3,0.5833333333333333,Cancer Research UK
"HODGKIN'S DISEASE * 4. Early Detection, Diagnosis",HODGKIN'S DISEASE,4,,Cancer Research UK
SUICIDE PREVENTION * 3. Prevention,SUICIDE PREVENTION,3,,Cancer Research UK
TOBACCO * 5. Treatment,TOBACCO,5,0.25,Cancer Research UK
ANTIMICROBIAL RESISTANCE * 1. Biology,ANTIMICROBIAL RESISTANCE,1,0.2083333333333333,Cancer Research UK
SPINAL CORD INJURY * 5. Treatment,SPINAL CORD INJURY,5,,Cancer Research UK
"MUSCULAR DYSTROPHY * 6. Cancer Control, Survivorship",MUSCULAR DYSTROPHY,6,,Cancer Research UK
SUICIDE * 3. Prevention,SUICIDE,3,0.14285714285714285,Cancer Research UK
"INJURY - CHILDHOOD INJURIES * 6. Cancer Control, Survivorship",INJURY - CHILDHOOD INJURIES,6,,Cancer Research UK
DEPRESSION * 1. Biology,DEPRESSION,1,,Cancer Research UK
COOLEY'S ANEMIA * 2. Etiology,COOLEY'S ANEMIA,2,,Cancer Research UK
"UTERINE CANCER * 6. Cancer Control, Survivorship",UTERINE CANCER,6,0.2,Cancer Research UK
LYMPHOMA * 3. Prevention,LYMPHOMA,3,0.25,Cancer Research UK
UTERINE CANCER * 3. Prevention,UTERINE CANCER,3,0.25,Cancer Research UK
OVARIAN CANCER * 3. Prevention,OVARIAN CANCER,3,0.5833333333333333,Cancer Research UK
PEDIATRIC AIDS * 2. Etiology,PEDIATRIC AIDS,2,0.6714285714285714,Cancer Research UK
MYASTHENIA GRAVIS * 1. Biology,MYASTHENIA GRAVIS,1,,Cancer Research UK
ALLERGIC RHINITIS (HAY FEVER) * 2. Etiology,ALLERGIC RHINITIS (HAY FEVER),2,,Cancer Research UK
"ALS * 4. Early Detection, Diagnosis",ALS,4,0.2,Cancer Research UK
INTERSTITIAL CYSTITIS * 5. Treatment,INTERSTITIAL CYSTITIS,5,,Cancer Research UK
