funder_name,rcdc_name_1_grnt,rcdc_name_1_pub,weight
National Cancer Institute,HIV/AIDS,Emerging Infectious Diseases,30
National Cancer Institute,HIV/AIDS,Foodborne Illness,1
National Cancer Institute,HIV/AIDS,Gene Therapy,3
National Cancer Institute,HIV/AIDS,Genetics,369
National Cancer Institute,HIV/AIDS,HIV/AIDS,505
National Cancer Institute,HIV/AIDS,Health Services,12
National Cancer Institute,HIV/AIDS,Heart Disease,7
National Cancer Institute,HIV/AIDS,Heart Disease - Coronary Heart Disease,5
National Cancer Institute,HIV/AIDS,Hematology,27
National Cancer Institute,HIV/AIDS,Hepatitis,2
National Cancer Institute,HIV/AIDS,Hepatitis - B,1
National Cancer Institute,HIV/AIDS,Hepatitis - C,1
National Cancer Institute,HIV/AIDS,Human Genome,11
National Cancer Institute,HIV/AIDS,Immunization,41
National Cancer Institute,HIV/AIDS,Infectious Diseases,316
National Cancer Institute,HIV/AIDS,Inflammatory Bowel Disease,1
National Cancer Institute,HIV/AIDS,Influenza,1
National Cancer Institute,HIV/AIDS,Injury (total) Accidents/Adverse Effects,2
National Cancer Institute,HIV/AIDS,Kidney Disease,2
National Cancer Institute,HIV/AIDS,Liver Disease,5
National Cancer Institute,HIV/AIDS,Lung,15
National Cancer Institute,HIV/AIDS,Lung Cancer,2
National Cancer Institute,HIV/AIDS,Lymphoma,7
National Cancer Institute,HIV/AIDS,Mental Health,1
National Cancer Institute,HIV/AIDS,Nanotechnology,3
National Cancer Institute,HIV/AIDS,Neurodegenerative,2
National Cancer Institute,HIV/AIDS,Neurosciences,12
National Cancer Institute,HIV/AIDS,Nutrition,5
National Cancer Institute,HIV/AIDS,Organ Transplantation,1
National Cancer Institute,HIV/AIDS,Orphan Drug,20
National Cancer Institute,HIV/AIDS,Ovarian Cancer,3
National Cancer Institute,HIV/AIDS,Pain Conditions - Chronic,2
National Cancer Institute,HIV/AIDS,Parkinson's Disease,1
National Cancer Institute,HIV/AIDS,Patient Safety,7
National Cancer Institute,HIV/AIDS,Pediatric,14
National Cancer Institute,HIV/AIDS,Pediatric Cancer,2
National Cancer Institute,HIV/AIDS,Pediatric Research Initiative,1
National Cancer Institute,HIV/AIDS,Perinatal - Birth - Preterm (LBW),2
National Cancer Institute,HIV/AIDS,Perinatal Period - Conditions Originating in Perinatal Period,1
National Cancer Institute,HIV/AIDS,Pneumonia,1
National Cancer Institute,HIV/AIDS,Pneumonia & Influenza,1
National Cancer Institute,HIV/AIDS,Prevention,62
National Cancer Institute,HIV/AIDS,Prostate Cancer,8
National Cancer Institute,HIV/AIDS,Rare Diseases,113
National Cancer Institute,HIV/AIDS,Regenerative Medicine,2
National Cancer Institute,HIV/AIDS,Scleroderma,5
National Cancer Institute,HIV/AIDS,Sexually Transmitted Diseases/Herpes,2
National Cancer Institute,HIV/AIDS,Small Pox,4
National Cancer Institute,HIV/AIDS,Smoking and Health,1
National Cancer Institute,HIV/AIDS,Stem Cell Research,39
National Cancer Institute,HIV/AIDS,Stem Cell Research - Nonembryonic - Human,3
National Cancer Institute,HIV/AIDS,Stem Cell Research - Nonembryonic - Non-Human,7
National Cancer Institute,HIV/AIDS,Stroke,3
National Cancer Institute,HIV/AIDS,Tobacco,1
National Cancer Institute,HIV/AIDS,Transplantation,15
National Cancer Institute,HIV/AIDS,Tuberculosis,4
National Cancer Institute,HIV/AIDS,Tuberculosis Vaccine,2
National Cancer Institute,HIV/AIDS,Urologic Diseases,18
National Cancer Institute,HIV/AIDS,Vaccine Related,57
National Cancer Institute,HIV/AIDS,Vaccine related (AIDS),21
National Cancer Institute,HIV/AIDS,Vector-Borne Diseases,1
National Cancer Institute,Headaches,Aging,6
National Cancer Institute,Headaches,Breast Cancer,8
National Cancer Institute,Headaches,Cancer,13
National Cancer Institute,Headaches,Clinical Research,6
National Cancer Institute,Headaches,Clinical Trials and Supportive Activities,1
National Cancer Institute,Headaches,Digestive Diseases,1
National Cancer Institute,Headaches,Estrogen,1
National Cancer Institute,Headaches,Genetics,1
National Cancer Institute,Headaches,Headaches,1
National Cancer Institute,Headaches,Health Services,1
National Cancer Institute,Headaches,Pediatric,1
National Cancer Institute,Headaches,Prevention,8
National Cancer Institute,Headaches,Rare Diseases,2
National Cancer Institute,Headaches,Rehabilitation,3
National Cancer Institute,Headaches,Substance Abuse,2
National Cancer Institute,Health Services,Aging,23
National Cancer Institute,Health Services,American Indians / Alaska Natives,1
National Cancer Institute,Health Services,Asthma,1
National Cancer Institute,Health Services,Atherosclerosis,1
National Cancer Institute,Health Services,Autoimmune Disease,1
National Cancer Institute,Health Services,Basic Behavioral and Social Science,15
National Cancer Institute,Health Services,Behavioral and Social Science,28
National Cancer Institute,Health Services,Bioengineering,1
National Cancer Institute,Health Services,Biotechnology,1
National Cancer Institute,Health Services,Brain Disorders,13
National Cancer Institute,Health Services,Breast Cancer,15
National Cancer Institute,Health Services,Burden of Illness,1
National Cancer Institute,Health Services,Cancer,145
National Cancer Institute,Health Services,Cardiovascular,3
National Cancer Institute,Health Services,Climate-Related Exposures and Conditions,1
National Cancer Institute,Health Services,Clinical Research,96
National Cancer Institute,Health Services,Clinical Trials and Supportive Activities,8
National Cancer Institute,Health Services,Colo-Rectal Cancer,13
National Cancer Institute,Health Services,Comparative Effectiveness Research,2
National Cancer Institute,Health Services,Contraception/Reproduction,1
National Cancer Institute,Health Services,Cost Effectiveness Research,1
National Cancer Institute,Health Services,Dementia,1
National Cancer Institute,Health Services,Depression,13
National Cancer Institute,Health Services,Diabetes,4
National Cancer Institute,Health Services,Diagnostic Radiology,7
National Cancer Institute,Health Services,Digestive Diseases,7
National Cancer Institute,Health Services,Drug Abuse (NIDA Only),1
National Cancer Institute,Health Services,Emergency Care,2
National Cancer Institute,Health Services,Estrogen,1
National Cancer Institute,Health Services,Eye Disease And Disorders Of Vision,1
National Cancer Institute,Health Services,Genetics,15
National Cancer Institute,Health Services,HIV/AIDS,3
National Cancer Institute,Health Services,Health Services,67
National Cancer Institute,Health Services,Heart Disease,10
National Cancer Institute,Health Services,Heart Disease - Coronary Heart Disease,9
National Cancer Institute,Health Services,Hematology,3
National Cancer Institute,Health Services,Injury (total) Accidents/Adverse Effects,2
National Cancer Institute,Health Services,Kidney Disease,6
National Cancer Institute,Health Services,Liver Disease,1
National Cancer Institute,Health Services,Lung,15
National Cancer Institute,Health Services,Lung Cancer,3
National Cancer Institute,Health Services,Mental Health,29
National Cancer Institute,Health Services,Mind and Body,6
National Cancer Institute,Health Services,Networking and Information Technology R&D,2
National Cancer Institute,Health Services,Neurosciences,1
National Cancer Institute,Health Services,Nutrition,3
National Cancer Institute,Health Services,Obesity,3
National Cancer Institute,Health Services,Organ Transplantation,1
National Cancer Institute,Health Services,Orphan Drug,1
National Cancer Institute,Health Services,Ovarian Cancer,2
National Cancer Institute,Health Services,Pain Research,6
National Cancer Institute,Health Services,Pancreatic Cancer,1
National Cancer Institute,Health Services,Patient Safety,21
National Cancer Institute,Health Services,Pediatric,6
National Cancer Institute,Health Services,Perinatal Period - Conditions Originating in Perinatal Period,1
National Cancer Institute,Health Services,Prevention,31
National Cancer Institute,Health Services,Prostate Cancer,19
National Cancer Institute,Health Services,Rare Diseases,10
National Cancer Institute,Health Services,Rehabilitation,3
National Cancer Institute,Health Services,Rural Health,1
National Cancer Institute,Health Services,Sickle Cell Disease,1
National Cancer Institute,Health Services,Smoking and Health,6
National Cancer Institute,Health Services,Stroke,1
National Cancer Institute,Health Services,Substance Abuse,1
National Cancer Institute,Health Services,Tobacco,3
National Cancer Institute,Health Services,Transplantation,1
National Cancer Institute,Health Services,Urologic Diseases,17
National Cancer Institute,Health Services,Vaccine Related,1
National Cancer Institute,Health Services,Violence Research,1
National Cancer Institute,Hematology,Biotechnology,2
National Cancer Institute,Hematology,Cancer,6
National Cancer Institute,Hematology,Clinical Research,1
National Cancer Institute,Hematology,Clinical Trials and Supportive Activities,1
National Cancer Institute,Hematology,Diagnostic Radiology,1
National Cancer Institute,Hematology,Genetics,1
National Cancer Institute,Hematology,HIV/AIDS,1
National Cancer Institute,Hematology,Hematology,1
National Cancer Institute,Hematology,Immunization,2
National Cancer Institute,Hematology,Lymphoma,2
National Cancer Institute,Hematology,Neurosciences,1
National Cancer Institute,Hematology,Orphan Drug,5
National Cancer Institute,Hematology,Pediatric Cancer,1
National Cancer Institute,Hematology,Rare Diseases,5
National Cancer Institute,Hematology,Regenerative Medicine,2
National Cancer Institute,Hematology,Stem Cell Research,5
National Cancer Institute,Hematology,Stem Cell Research - Nonembryonic - Human,3
National Cancer Institute,Human Genome,Acquired Cognitive Impairment,1
National Cancer Institute,Human Genome,Aging,134
National Cancer Institute,Human Genome,"Alcoholism, Alcohol Use and Health",2
National Cancer Institute,Human Genome,Alzheimer's Disease,2
National Cancer Institute,Human Genome,Alzheimer's Disease including Alzheimer's Disease Related Dementias (AD/ADRD),2
National Cancer Institute,Human Genome,Antimicrobial Resistance,12
National Cancer Institute,Human Genome,Arctic,1
National Cancer Institute,Human Genome,Arthritis,13
National Cancer Institute,Human Genome,Assistive Technology,2
National Cancer Institute,Human Genome,Ataxia Telangiectasia,9
National Cancer Institute,Human Genome,Atherosclerosis,7
National Cancer Institute,Human Genome,Autism,5
National Cancer Institute,Human Genome,Autoimmune Disease,28
National Cancer Institute,Human Genome,Basic Behavioral and Social Science,14
National Cancer Institute,Human Genome,Behavioral and Social Science,18
National Cancer Institute,Human Genome,Biodefense,11
National Cancer Institute,Human Genome,Bioengineering,171
National Cancer Institute,Human Genome,Biotechnology,838
National Cancer Institute,Human Genome,Brain Cancer,16
National Cancer Institute,Human Genome,Brain Disorders,88
National Cancer Institute,Human Genome,Breast Cancer,181
National Cancer Institute,Human Genome,Cancer,2144
National Cancer Institute,Human Genome,Cardiovascular,28
National Cancer Institute,Human Genome,Cervical Cancer,5
National Cancer Institute,Human Genome,Childhood Leukemia,15
National Cancer Institute,Human Genome,Chronic Liver Disease and Cirrhosis,3
National Cancer Institute,Human Genome,Climate-Related Exposures and Conditions,22
National Cancer Institute,Human Genome,Clinical Research,290
National Cancer Institute,Human Genome,Clinical Trials and Supportive Activities,30
National Cancer Institute,Human Genome,Colo-Rectal Cancer,34
National Cancer Institute,Human Genome,Comparative Effectiveness Research,4
National Cancer Institute,Human Genome,Complementary and Alternative Medicine,9
National Cancer Institute,Human Genome,Congenital Structural Anomalies,8
National Cancer Institute,Human Genome,Contraception/Reproduction,19
National Cancer Institute,Human Genome,Cooley's Anemia,1
National Cancer Institute,Human Genome,Dementia,3
National Cancer Institute,Human Genome,Dental/Oral and Craniofacial Disease,39
National Cancer Institute,Human Genome,Depression,2
National Cancer Institute,Human Genome,Diabetes,25
National Cancer Institute,Human Genome,Diagnostic Radiology,77
National Cancer Institute,Human Genome,Digestive Diseases,131
National Cancer Institute,Human Genome,Down Syndrome,2
National Cancer Institute,Human Genome,Emerging Infectious Diseases,24
National Cancer Institute,Human Genome,Epilepsy,1
National Cancer Institute,Human Genome,Estrogen,27
National Cancer Institute,Human Genome,Eye Disease And Disorders Of Vision,3
National Cancer Institute,Human Genome,Foodborne Illness,3
National Cancer Institute,Human Genome,Gene Therapy,3
National Cancer Institute,Human Genome,Genetic Testing,48
National Cancer Institute,Human Genome,Genetics,2490
National Cancer Institute,Human Genome,HIV/AIDS,69
National Cancer Institute,Human Genome,Health Services,24
National Cancer Institute,Human Genome,Heart Disease,25
National Cancer Institute,Human Genome,Heart Disease - Coronary Heart Disease,12
National Cancer Institute,Human Genome,Hematology,58
National Cancer Institute,Human Genome,Hepatitis,5
National Cancer Institute,Human Genome,Hepatitis - C,2
National Cancer Institute,Human Genome,Hodgkin's Disease,2
National Cancer Institute,Human Genome,Human Genome,556
National Cancer Institute,Human Genome,Huntington's Disease,1
National Cancer Institute,Human Genome,Hypertension,3
National Cancer Institute,Human Genome,Immunization,10
National Cancer Institute,Human Genome,Infant Mortality/ (LBW),3
National Cancer Institute,Human Genome,Infectious Diseases,96
National Cancer Institute,Human Genome,Infertility,2
National Cancer Institute,Human Genome,Inflammatory Bowel Disease,1
National Cancer Institute,Human Genome,Injury (total) Accidents/Adverse Effects,2
National Cancer Institute,Human Genome,Injury - Trauma - (Head and Spine),1
National Cancer Institute,Human Genome,Intellectual and Developmental Disabilities (IDD),8
National Cancer Institute,Human Genome,Kidney Disease,38
National Cancer Institute,Human Genome,Liver Cancer,4
National Cancer Institute,Human Genome,Liver Disease,23
National Cancer Institute,Human Genome,Lung,125
National Cancer Institute,Human Genome,Lung Cancer,36
National Cancer Institute,Human Genome,Lupus,15
